岗位名称,公司名,招聘详情页,薪资,工作地点,身份要求,学历要求,公司规模,公司简介
内容运营,联合丽格,https://www.shixiseng.com/intern/inn_1nxsuya6i9ue?pcm=pc_SearchList,7k-11k/月,北京,| 应届生 | 毕业1年内,| 本科,2000人以上,实习补贴，平台可靠，完善培训
内容运营,创知科技,https://www.shixiseng.com/intern/inn_tmudhag4sdbx?pcm=pc_SearchList,4k-8k/月,郑州,| 应届生 | 毕业1年内,| 本科,15-50人,半年调薪，初创企业，丰厚日薪，免费零食，高速发展，绩效奖励
内容运营,创知科技,https://www.shixiseng.com/intern/inn_shtwdyprlezm?pcm=pc_SearchList,4k-8k/月,郑州,| 应届生 | 毕业1年内,| 本科,15-50人,半年调薪，初创企业，丰厚日薪，免费零食，高速发展，绩效奖励
内容运营,豹亮科技,https://www.shixiseng.com/intern/inn_g8xrengbizpw?pcm=pc_SearchList,7k-12k/月,深圳,| 应届生,| 本科,150-500人,法定假期，早10晚7，动漫IP，互联网产业，行业经验丰富，不随流
内容运营,与之科技,https://www.shixiseng.com/intern/inn_fwe50rafwros?pcm=pc_SearchList,薪资面议,北京,| 应届生,| 本科,50-150人,导师制，年轻； 活力，节日生日福利，免费午晚餐，零食饮料，年度体检
内容运营,迷你玩,https://www.shixiseng.com/intern/inn_rcasxbwu03bx?pcm=pc_SearchList,7k-13k/月,深圳,| 应届生,| 本科,500-2000人,我们待遇好，帅哥多环境好，高端人脉，提供实习证明，游戏公司，提供转正机会，导师帮扶，年度健康体检，年底高奖金，收获成长
内容运营,赛诚智慧,https://www.shixiseng.com/intern/inn_ritnrlep1cbs?pcm=pc_SearchList,薪资面议,南京,| 应届生,| 本科,150-500人,满满实习干货，良好团队氛围，福利贴心齐全，可以转正，实战经验，实习可转正
内容运营,魔音智能,https://www.shixiseng.com/intern/inn_wsjum3yhhorl?pcm=pc_SearchList,8k-10k/月,北京,| 应届生 | 毕业1年内,| 本科,少于15人,创新有活力，年轻的团队，AI，创新，创意，技术控
内容运营,艺世界,https://www.shixiseng.com/intern/inn_g376rxzsczim?pcm=pc_SearchList,3k-4k/月,北京,| 应届生,| 大专,15-50人, 
内容运营,京东科技,https://www.shixiseng.com/intern/xjb_uhznfzkcq3gu?pcm=pc_SearchList,薪资面议,北京, , , , 
内容运营,京东数字科技,https://www.shixiseng.com/intern/xjb_szq9m3enntyz?pcm=pc_SearchList,薪资面议,北京, , , , 
内容运营,下厨房,https://www.shixiseng.com/intern/inn_vn06ogdp6rrd?pcm=pc_SearchList,8k-15k/月,北京,| 应届生 | 毕业1年内,| 本科,50-150人,团队给力，实习生，充满活力，员工午餐，学习型，段子手的天堂，老板接地气，气氛好，优秀新人培训，都是好人
内容运营,摩登公寓,https://www.shixiseng.com/intern/inn_ta38x9xmefi7?pcm=pc_SearchList,5k-6k/月,南京,| 应届生 | 毕业1年内,| 大专,15-50人,以培养为重，包工作餐，实践机会多，专业、活力、创造，吃喝玩乐，福利健全，合伙人，行业前沿，商办地产，年轻人的世界
内容运营,车圈集团,https://www.shixiseng.com/intern/inn_o955gpbgid4d?pcm=pc_SearchList,3k-8k/月,济南,| 应届生,| 本科,150-500人,BAT系团队，总监亲自培训，全方向培养，可转正实习，零食福利，月月团建
内容运营,理想汽车,https://www.shixiseng.com/intern/inn_2w4q5ei5s5wy?pcm=pc_SearchList,薪资面议,北京,| 应届生,| 本科,2000人以上,新造车势力，互联网，行业前景好
内容运营,四三九九,https://www.shixiseng.com/intern/xjb_jrq1hlypmjrc?pcm=pc_SearchList,薪资面议,厦门, , , , 
内容运营,四三九九,https://www.shixiseng.com/intern/xjb_selzi00hiqus?pcm=pc_SearchList,薪资面议,厦门, , , , 
内容运营,奇获网络,https://www.shixiseng.com/intern/xjb_ip2bacvf8nrc?pcm=pc_SearchList,4k-6k/月,厦门, , , , 
内容运营,九牧厨卫,https://www.shixiseng.com/intern/xjb_7sguhwlochez?pcm=pc_SearchList,4k-6k/月,厦门, , , , 
内容运营,南方财经,https://www.shixiseng.com/intern/xjb_5bskbnrmyjwy?pcm=pc_SearchList,薪资面议,广州, , , , 
内容运营,杰脉伯纳,https://www.shixiseng.com/intern/xjb_iejidq9xotfj?pcm=pc_SearchList,薪资面议,广州, , , , 
内容运营,太平洋網絡,https://www.shixiseng.com/intern/xjb_b7umjxtvkbes?pcm=pc_SearchList,5k-8k/月,广州, , , , 
内容运营,太平洋电脑,https://www.shixiseng.com/intern/xjb_xdu3a280ywpw?pcm=pc_SearchList,薪资面议,广州, , , , 
内容运营,世强先进,https://www.shixiseng.com/intern/xjb_8vvm9qhnydnj?pcm=pc_SearchList,薪资面议,深圳, , , , 
内容运营,乐学教育,https://www.shixiseng.com/intern/xjb_gdd5wzvykk52?pcm=pc_SearchList,薪资面议,北京, , , , 
内容运营,中原地产,https://www.shixiseng.com/intern/xjb_0tuskmfegskw?pcm=pc_SearchList,薪资面议,深圳, , , , 
内容运营,易车互联,https://www.shixiseng.com/intern/xjb_kwgqsws5kaz1?pcm=pc_SearchList,薪资面议,北京, , , , 
内容运营,极米科技,https://www.shixiseng.com/intern/xjb_9wxz94orntbe?pcm=pc_SearchList,薪资面议,成都, , , , 
内容运营,千里马,https://www.shixiseng.com/intern/xjb_mmx2x79joain?pcm=pc_SearchList,薪资面议,武汉, , , , 
内容运营,基迪奥生物,https://www.shixiseng.com/intern/xjb_keunfk38v66z?pcm=pc_SearchList,薪资面议,广州, , , , 
内容运营,Uziliving,https://www.shixiseng.com/intern/inn_ondjl5o1h01u?pcm=pc_SearchList,7k-9k/月,上海,| 应届生 | 毕业1年内,| 本科,15-50人,年轻态群体，创造性，专业，高效
内容运营,雅兰家具,https://www.shixiseng.com/intern/xjb_kndgkkenjjid?pcm=pc_SearchList,薪资面议,深圳, , , , 
内容运营,慧择网,https://www.shixiseng.com/intern/inn_89bjhzwq07xe?pcm=pc_SearchList,薪资面议,深圳,| 应届生,| 本科,500-2000人,互联网保险，准上市，高速发展，福利环境超好，免费茶饮，六险一金，免费三餐
内容运营,萌牙科技,https://www.shixiseng.com/intern/inn_93mmnwgffwgt?pcm=pc_SearchList,8k-10k/月,宁波,| 应届生 | 毕业1年内,| 本科,150-500人,创客，福利环境超好，团队努力向上，双休年假，员工团建，节假日福利
内容运营,卡牛科技,https://www.shixiseng.com/intern/inn_7vdvthtp5a4i?pcm=pc_SearchList,3k-4k/月,深圳,| 应届生,| 本科,500-2000人,团队年轻专业
内容运营,萌牙科技,https://www.shixiseng.com/intern/inn_y9rj1eeup8jc?pcm=pc_SearchList,8k-10k/月,宁波,| 应届生 | 毕业1年内,| 本科,150-500人,创客，福利环境超好，团队努力向上，双休年假，员工团建，节假日福利
内容运营,京东健康,https://www.shixiseng.com/intern/xjb_wqlq3xzufhep?pcm=pc_SearchList,薪资面议,北京, , , , 
内容运营,樊文花化妆品,https://www.shixiseng.com/intern/inn_gg3wdoh8nd21?pcm=pc_SearchList,5k-8k/月,广州,| 应届生 | 毕业1年内,| 本科,500-2000人,食宿或食宿补贴，留任发展，氛围相当好，机遇，丰富团建活动，自带食堂，领导同事都很nice
内容运营,AceCamp本营,https://www.shixiseng.com/intern/inn_c0emaxxezo5k?pcm=pc_SearchList,5k-8k/月,北京,| 应届生,| 本科,15-50人, 
内容运营,质加文化,https://www.shixiseng.com/intern/inn_zmidkkw7rbto?pcm=pc_SearchList,7k-12k/月,北京,| 应届生 | 毕业1年内,| 不限,少于15人,气氛浓厚，舒适办公环境，高成长行业，团队优秀，年轻&amp; 活力
内容运营,车圈集团,https://www.shixiseng.com/intern/inn_0g5jakw07ubq?pcm=pc_SearchList,3k-8k/月,济南,| 应届生,| 不限,150-500人,BAT系团队，总监亲自培训，全方向培养，可转正实习，零食福利，月月团建
内容运营,威马汽车,https://www.shixiseng.com/intern/inn_bjemmsh8spyp?pcm=pc_SearchList,薪资面议,上海,| 应届生,| 本科,2000人以上,新能源，发展潜力大，公司内部培训，氛围和谐愉快，公司前景好，视才如命，办公环境优，开放创新，大牛云集，行业巨头
内容运营,智普先思,https://www.shixiseng.com/intern/inn_jvshtamldpry?pcm=pc_SearchList,5k-7k/月,广州,| 应届生,| 本科,15-50人,沟通培训，毕业留任，轻松活跃，个人能力成长快，90后团队，办公环境好，文化氛围好
内容运营,腾客科技,https://www.shixiseng.com/intern/inn_mcbqob1bhddn?pcm=pc_SearchList,6k-9k/月,深圳,| 应届生 | 毕业1年内,| 本科,15-50人,扁平化管理，福利待遇好，发展空间大
内容运营,上海链家,https://www.shixiseng.com/intern/inn_vfhhmcaezmwx?pcm=pc_SearchList,10k-13k/月,上海,| 应届生,| 本科,2000人以上, 
内容运营,迷你玩,https://www.shixiseng.com/intern/inn_vkxt7namsqka?pcm=pc_SearchList,11k-16k/月,深圳,| 应届生,| 本科,500-2000人,我们待遇好，帅哥多环境好，高端人脉，提供实习证明，游戏公司，提供转正机会，导师帮扶，年度健康体检，年底高奖金，收获成长
内容运营,迷你玩,https://www.shixiseng.com/intern/inn_iizjivcw8zmq?pcm=pc_SearchList,11k-16k/月,深圳,| 应届生,| 本科,500-2000人,我们待遇好，帅哥多环境好，高端人脉，提供实习证明，游戏公司，提供转正机会，导师帮扶，年度健康体检，年底高奖金，收获成长
内容运营,百丽新零售,https://www.shixiseng.com/intern/inn_fuqnztorxpp6?pcm=pc_SearchList,7k-10k/月,深圳,| 应届生,| 本科,2000人以上,免费健身，团建活动，注重潜能，过节福利多多，周末两天休息，成长迅速，下午茶福利，舒适的办公环境，平台高、机会多、锻炼能力，牛人多
内容运营,一点资讯,https://www.shixiseng.com/intern/inn_8nbjxlzimznb?pcm=pc_SearchList,8k-15k/月,北京,| 应届生,| 本科,500-2000人, 
内容运营,金斧子,https://www.shixiseng.com/intern/inn_q5akxyhvsbvm?pcm=pc_SearchList,6k-10k/月,深圳,| 应届生 | 毕业1年内,| 不限,500-2000人,互联网金融，财富管理，平台好机会多，有培训有提升，实习干货满满，拥抱变化
内容运营,又为智能,https://www.shixiseng.com/intern/inn_qqc7cqxrgyid?pcm=pc_SearchList,10k-15k/月,上海,| 应届生 | 毕业1年内,| 本科,50-150人,团队nice，优秀导师，行业前景，年轻有活力，留用，移动健康
内容运营,Cator喵彩,https://www.shixiseng.com/intern/inn_asvlsks3fcus?pcm=pc_SearchList,6k-8k/月,上海,| 应届生 | 毕业1年内,| 本科,少于15人,孵化入驻，敏捷团队
内容运营,广州合创时代（Future Force）,https://www.shixiseng.com/intern/inn_nozcmg6n84lh?pcm=pc_SearchList,薪资面议,广州,| 应届生 | 毕业1年内,| 不限,少于15人,年轻朝气，免费培训，时代红利，机会满满
内容运营,肯斯爪特,https://www.shixiseng.com/intern/inn_nkxepkezicok?pcm=pc_SearchList,8k-13k/月,上海,| 应届生,| 本科,50-150人,社保&amp; 双休，海外国际，科研前沿，年底双薪，学术氛围浓厚，BOSS帅
内容运营,眼科中心,https://www.shixiseng.com/intern/xjb_uvsvmgld6b2c?pcm=pc_SearchList,5k-10k/月,厦门, , , , 
内容运营,喜马拉雅,https://www.shixiseng.com/intern/inn_wyjvqfbkbs63?pcm=pc_SearchList,薪资面议,上海,| 应届生,| 本科,500-2000人,弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
内容运营,贝叶智能,https://www.shixiseng.com/intern/inn_lnj1r2vbjqla?pcm=pc_SearchList,10k-20k/月,北京,| 应届生 | 毕业1年内,| 本科,50-150人, 
内容运营,泡泡玛特,https://www.shixiseng.com/intern/inn_happmmcfl2l6?pcm=pc_SearchList,薪资面议,北京,| 应届生,| 本科,500-2000人, 
内容运营,一点资讯,https://www.shixiseng.com/intern/inn_hydlv1y7nkw8?pcm=pc_SearchList,8k-15k/月,北京,| 应届生,| 本科,500-2000人, 
内容运营,七猫,https://www.shixiseng.com/intern/inn_ldsueusmwddh?pcm=pc_SearchList,10k-15k/月,上海,| 应届生,| 本科,150-500人,轻松企业氛围，免费早餐，定期团建，1v1指导
内容运营,四三九九,https://www.shixiseng.com/intern/xjb_4ymb3a6t8jb5?pcm=pc_SearchList,薪资面议,厦门, , , , 
内容运营,四三九九,https://www.shixiseng.com/intern/xjb_tzhvmzzqdgr8?pcm=pc_SearchList,薪资面议,厦门, , , , 
内容运营,榛果假期旅行社,https://www.shixiseng.com/intern/xjb_s2w7gh42y6uo?pcm=pc_SearchList,薪资面议,上海, , , , 
内容运营,美团点评,https://www.shixiseng.com/intern/xjb_ct2dzlhiwt3x?pcm=pc_SearchList,薪资面议,上海, , , , 
内容运营,中原地产,https://www.shixiseng.com/intern/xjb_dsk8tbl9g38l?pcm=pc_SearchList,薪资面议,深圳, , , , 
内容运营,思珀特电子商务,https://www.shixiseng.com/intern/xjb_lqg2ndhmsivp?pcm=pc_SearchList,薪资面议,杭州, , , , 
内容运营,中博研究院,https://www.shixiseng.com/intern/xjb_18af5xy532vp?pcm=pc_SearchList,薪资面议,南京, , , , 
内容运营,乐学在线,https://www.shixiseng.com/intern/xjb_rcwzfp8rh2r1?pcm=pc_SearchList,薪资面议,北京, , , , 
内容运营,光娱科技,https://www.shixiseng.com/intern/xjb_kqmk9bkj9ibl?pcm=pc_SearchList,薪资面议,广州, , , , 
内容运营,极米科技,https://www.shixiseng.com/intern/xjb_7nz6stpfq9yc?pcm=pc_SearchList,薪资面议,成都, , , , 
内容运营,凯纳璞淳,https://www.shixiseng.com/intern/xjb_rri1its0irwa?pcm=pc_SearchList,薪资面议,上海, , , , 
内容运营,蓝晶微生物,https://www.shixiseng.com/intern/xjb_qxohqlojm7j2?pcm=pc_SearchList,14k-20k/月,深圳, , , , 
内容运营,D5渲染器,https://www.shixiseng.com/intern/inn_nrtzi4ewgrce?pcm=pc_SearchList,6k-9k/月,南京,| 应届生 | 毕业1年内,| 本科,50-150人,技术驱动，全球用户，活跃社区，勇敢试错，快速成长，六险一金
内容运营,富途网络,https://www.shixiseng.com/intern/inn_f8s8hrwdixts?pcm=pc_SearchList,薪资面议,深圳,| 应届生,| 本科,500-2000人,弹性管理，腾讯系团队，扁平管理，六险一金
内容运营,政采云,https://www.shixiseng.com/intern/inn_32kdanq5ic5t?pcm=pc_SearchList,7k-11k/月,杭州,| 应届生,| 本科,500-2000人,同事关系融洽，年轻，优秀实习环境，补贴
内容运营,安德诺晟,https://www.shixiseng.com/intern/inn_bynlr6zvz96x?pcm=pc_SearchList,3k-6k/月,成都,| 应届生 | 毕业1年内,| 本科,15-50人, 
内容运营,Soul APP,https://www.shixiseng.com/intern/inn_wvlovtwrziqg?pcm=pc_SearchList,薪资面议,上海,| 应届生,| 本科,500-2000人,有大牛，晋升快，老板谦和，快乐的大家庭，男帅女美，免费零食供应，就是high，环境氛围好，志同道合，机会
内容运营,音壳,https://www.shixiseng.com/intern/inn_pjschepyhqca?pcm=pc_SearchList,4k-5k/月,北京,| 应届生 | 毕业1年内,| 本科,15-50人,发展前景，环境好氛围好
内容运营,Insta360影石,https://www.shixiseng.com/intern/inn_meqmkw9b6lxq?pcm=pc_SearchList,8k-12k/月,深圳,| 应届生,| 本科,500-2000人,导师带教制，技术牛人云集，营销鬼才，国际化团队，CBD核心区，行业有前景
内容运营,慧医天下,https://www.shixiseng.com/intern/inn_ybo0vlnp9y1q?pcm=pc_SearchList,薪资面议,上海,| 应届生,| 本科,150-500人,团队气氛好，钱途无量，快速发展
内容运营,旁白VoiceOver,https://www.shixiseng.com/intern/inn_qskcckyagxhd?pcm=pc_SearchList,薪资面议,北京,| 应届生 | 毕业1年内,| 本科,少于15人,初创团队，文创，艺术，设计，文艺，生活方式品牌
内容运营,谷雨生物,https://www.shixiseng.com/intern/xjb_aiofydzhqyaa?pcm=pc_SearchList,薪资面议,广州, , , , 
内容运营,一只摩羯文化传播,https://www.shixiseng.com/intern/xjb_ec1rffmyt3jy?pcm=pc_SearchList,薪资面议,青岛, , , , 
内容运营,极米科技,https://www.shixiseng.com/intern/xjb_ef4ip1yzreep?pcm=pc_SearchList,薪资面议,成都, , , , 
内容运营,斗鱼,https://www.shixiseng.com/intern/inn_xuzk2rxtqt7v?pcm=pc_SearchList,薪资面议,武汉,| 应届生,| 本科,500-2000人,餐费补贴，弹性工时，水果零食，五险一金，专业培训，晋升空间，发展平台，有大牛，多种专业培训，每年体检
内容运营,跳伞之家,https://www.shixiseng.com/intern/inn_uzigdhsu040i?pcm=pc_SearchList,4k-6k/月,广州,| 应届生 | 毕业1年内,| 大专,15-50人,最潮下午茶，法定假期，7小时工作制
内容运营,瑞沃德,https://www.shixiseng.com/intern/xjb_e6fprqsk8ihy?pcm=pc_SearchList,6k-8k/月,深圳, , , , 
内容运营,广州合创时代（Future Force）,https://www.shixiseng.com/intern/inn_dthjwv5xsybc?pcm=pc_SearchList,薪资面议,广州,| 应届生 | 毕业1年内,| 本科,少于15人,年轻朝气，免费培训，时代红利，机会满满
内容运营,三六一度,https://www.shixiseng.com/intern/xjb_cbyspqtulkzr?pcm=pc_SearchList,薪资面议,厦门, , , , 
内容运营,爱数信息,https://www.shixiseng.com/intern/xjb_82kzphkdsa1d?pcm=pc_SearchList,薪资面议,上海, , , , 
内容运营,恩仕米特,https://www.shixiseng.com/intern/xjb_csnxkqs8hwyn?pcm=pc_SearchList,薪资面议,厦门, , , , 
内容运营,无端科技,https://www.shixiseng.com/intern/xjb_oefy3ojyrucb?pcm=pc_SearchList,薪资面议,杭州, , , , 
内容运营,同花顺,https://www.shixiseng.com/intern/inn_7tmsj64gh3va?pcm=pc_SearchList,10k-20k/月,杭州,| 应届生,| 本科,2000人以上,上市公司，五险一金
内容运营,又为智能,https://www.shixiseng.com/intern/inn_oz9stnf9hbbm?pcm=pc_SearchList,18k-20k/月,上海,| 应届生 | 毕业1年内,| 本科,50-150人,团队nice，优秀导师，行业前景，年轻有活力，留用，移动健康
内容运营,交个朋友,https://www.shixiseng.com/intern/inn_omufdgbnomze?pcm=pc_SearchList,8k-15k/月,杭州,| 应届生,| 本科,150-500人,大牛，这里有个性，MCN
内容运营,交个朋友,https://www.shixiseng.com/intern/inn_zhp72e5dldgx?pcm=pc_SearchList,薪资面议,杭州,| 应届生,| 本科,150-500人,大牛，这里有个性，MCN
